_id,title,link,description,blogger,bloggerlink,date
67a853ed02e3b7f2ce166433,다비치 2월 이벤트 새학기 새출발을 응원해,https://blog.naver.com/tion926/223748409268,"어린이 전문 브랜드 마이브라이트 솔라가 오직 2월에만 1만원 즉시 할인! ✨다비치 단독! 알콘... 돌체링 ✨<b>마이피픈</b> 한달용 1+1 25,200원 ✨다비치 단독! 바슈롬 레이셀 원데이 근시 16종 4천원 추가... ",다비치안경 삼척점,blog.naver.com/tion926,20250205
67a853ed02e3b7f2ce166434,2024년 12월 31일☆ 2025년 1월 1일♪ with 고죠 사토루... ,https://blog.naver.com/megumiyui/223748092472,가방 - <b>마이피픈</b> 어쩌다 내 최애 가방 <b>마이피픈</b>임 에브리데이해피벌스데이 좋아하는 여기에 왔는데 사장님께서 마지막 날에도 와주셨네요 하셔서 둥절한 표정으로 저를 아세요..? 했는데 그럼요 기억하죠 자주... ,メグちゃんだよ ⌯>ᴗ<⌯ಣ,blog.naver.com/megumiyui,20250205
67a853ed02e3b7f2ce166435,[일상] 부산 용호동안경점/&lt;세컨페이스 W스퀘어점&gt;,https://blog.naver.com/taetorisday/223747973442,"대학생때 스마일라식 수술을 했었는데요 어떤 수술이든 부작용은 있자나요? 저는 수술 부작용으로... 아이돌렌즈, <b>마이피픈</b>렌즈 픽업가능 한달용 렌즈는 3+1 행사중 ! 안경테 조금 더 자세히 보여드릴게용 알렘... ",태토리의 하루 />_</♡,blog.naver.com/taetorisday,20250205
67a853ed02e3b7f2ce166436,렌즈 라운베이지  / 라운그란데애쉬 ( <b>마이피픈</b> 렌즈 ),https://blog.naver.com/badagirs/223742687563,"요즘 렌즈, <b>마이피픈</b>에서 구매 가능한 비비안웨스트우드 라운베이지 라운그란데애쉬 튀는 렌즈 좋아하시는 분들은 요거 너무 좋아하시더라구요! 형광등 탁! 킨 것 같은 #투톤렌즈 라운... ",효우니 HYOWOONY,blog.naver.com/badagirs,20250204
67a853ed02e3b7f2ce166437,컬러렌즈는 픽업시대. 2월 픽업렌즈 이벤트 모음,https://blog.naver.com/pjhchu70/223747710199,"렌즈링크,<b>마이피픈</b>까지 택배가 밀렸다 오늘 한번에 들어왔습니다. 정리하다보니 이번달 이벤트가 뭐가... 부산대패션안경 #부산대렌즈 #아이이야기 #오로라렌즈 #아이샤렌즈 #시에스타렌즈 #<b>마이피픈</b> #컬러렌즈",부산대 안경홀릭,blog.naver.com/pjhchu70,20250204
67a853ed02e3b7f2ce166438,"K비젼안경 태전점, 대구에서 안경을 찾는다면 꼭 가봐야 해요!",https://blog.naver.com/e485526/223747502227,"K비젼안경 태전점은 <b>마이피픈</b> 컬러 렌즈의 대구 오프라인 1호점이랍니다! 이날은 약간 긴 대기시간이 있었지만, 직원분들이 친절하게 설명해 주셔서 금방 지루함을 잊었어요. 업체에 맞춘 최적의 서비스를... ",나의 일상 이야기들,blog.naver.com/e485526,20250204
67a853ed02e3b7f2ce166439,2025년 S/S 트렌드 모카무스 메이크업 (w. 립 추천),https://blog.naver.com/istpmouse/223746672351,<b>마이피픈</b> 헬로키티 핑크브라운 진짜 넘나 예쁜것. 흑발과 금발에서는 맞는 컬러가 조금 다르더라구요. 모카무스 메이크업은 흑발이 진리 같지만 금발에서도 충분히 매력적이니 포기하지 말자구요. 다음에는 더... ,여쥐 다이어리,blog.naver.com/istpmouse,20250203
67a853ed02e3b7f2ce16643a,부산 용호동안경점 세컨페이스 W스퀘어점 가메만넨 금자안경... ,https://blog.naver.com/silksky2dd/223746661617,"장원영이 모델인 하파크리스틴 픽업렌즈 주문도 가능하며 아이돌렌즈, <b>마이피픈</b>렌즈도 픽업가능합니다. ❤️한달용 렌즈는 3+1 행사중 세컨페이스 W스퀘어점 부산 남구 분포로 145 스퀘어동 1층 1070호 https... ",슈슈앙~의블로그,blog.naver.com/silksky2dd,20250203
67a853ed02e3b7f2ce16643b,<b>마이피픈</b> 뮤아애쉬 쇠맛 메이크업에 껴도 예뿌네,https://blog.naver.com/makeviviju2/223746487021,있었던 <b>마이피픈</b> 뮤아애쉬 후기 ! 입니다 요거 작년에 인스타에서 보여드렸었는데 인스타엔 안 올린... 홀리카홀리카 마이페이브 픽스 아이섀도우 아로마 에스프레소 컬러그램 틴토리 아이 팔레트... ,비비쥬의 make-ME !,blog.naver.com/makeviviju2,20250203
67a853ed02e3b7f2ce16643c,"<b>마이피픈</b> 비브차콜 / 비브오트밀  요즘 렌즈, MyFiPn",https://blog.naver.com/badagirs/223742652528,"<b>마이피픈</b> 비브 (biv) 차콜 / 오트밀 인스타보면 핫걸 ~ 언니들이 튀는데도, 엄청 이쁜 외쿡인 눈빛 렌즈 많이 착용하자나요? &quot; 와, 남다르게 이뿌다! &quot; 하는 렌즈 보면 <b>마이피픈</b>꺼가 많더라구요. 요즘 핫한 렌즈... ",효우니 HYOWOONY,blog.naver.com/badagirs,20250203
67a853ed02e3b7f2ce16643d,"[남대문안경,남대문선글라스,명동안경, 명동안경점... ",https://blog.naver.com/kifan2/223746355836,"뷰티컬러렌즈 <b>마이피픈</b>을 구매할 수 있다는거~! 요게 아주 중요하다 심지어 가상착용존이 있어서 ㅋㅋㅋ 그냥 지나칠 수 없다는 것! 동생, 엄마, 나 셋이 아주 신나서 가상착용 해 봄 ㅋㅋ 너무 신기한 것이 그냥... ",소소하지만 가끔은 특별한...,blog.naver.com/kifan2,20250203
67a853ed02e3b7f2ce16643e,부산 사하구안경 으뜸50안경 장림시장점 안경 구입후기,https://blog.naver.com/summy15/223746019291,"그리고 여기가 <b>마이피픈</b> 재고 보유 매장이라서 <b>마이피픈</b> 안경테를 찾으시는 분들에게도 좋은 선택지가 될 것 같아요. 저도 몇 개 착용해 보면서 비교해 봤는데, 디자인이 정말 다양해서 고르는 재미가... ",아궈의 화장품이야기♡,blog.naver.com/summy15,20250203
67a853ed02e3b7f2ce16643f,<b>마이피픈</b> 헬로키티 렌즈 블랙,https://blog.naver.com/dudal766/223745556262,<b>마이피픈</b> 헬로키티 블랙 원데이 그래픽 직경 13.2 한팩에 10개씩 들어있어서 5일 착용 가능 아무것도 안... 괜찮아짐 + 이건 헬로키티 <b>마이피픈</b> 렌즈 핑크 꼈을 때인데 나는 개인적으로 블랙이 더 마음에 들었다!,<3,blog.naver.com/dudal766,20250202
67a853ed02e3b7f2ce166440,<b>마이피픈</b> 비비안웨스트우드 렌즈 라운 그란데 픽싱 베이지,https://blog.naver.com/just_do_it_bunny/223745552990,<b>마이피픈</b> 비비안웨스트우드 렌즈 축고정 라운 그란데 픽싱 베이지 안녕하세요! 토끼입니다아 오늘은... 들어가있어요 *이부분은 <b>마이피픈</b> 상세페이지 내에도 안내되어 있습니다 그래서 저처럼 양안 시력 차이가... ,토끼의 소비하는 생활,blog.naver.com/just_do_it_bunny,20250202
67a853ed02e3b7f2ce166441,D36. 2월의 평범한 금토일 일상 기록 (+ 평범한 직장인의... ,https://blog.naver.com/gorani_tmi/223745441824,근데 내 생각엔 신행 다녀오고 바로 지를듯 토요일 아침 <b>마이피픈</b> 렌즈 픽업하고 서현에서 결혼 전 마지막 왁싱하고 점심 먹으려고 진우동 갔는데 대기 짱많았음 그래도 진우동은 포기할 수 없는 아주 최고의... ,출근하는 고라니,blog.naver.com/gorani_tmi,20250202
67a853ed02e3b7f2ce166442,트렌디한 안경을 찾는다면 '세컨페이스'-W스퀘어점,https://blog.naver.com/kimcow666/223745376705,"아이돌렌즈, <b>마이피픈</b>렌즈도 픽업주문 가능입니다!! 한달용 렌즈는 3+1 행사중!! 가메만넨이란 일본 브랜드는 장인정신과 현대적 디자인이 결합된 고품질 안경이에요~ 시간이 지나도 변하지 않는 품질로... ",Life,blog.naver.com/kimcow666,20250202
67a853ed02e3b7f2ce166443,켄디쨩과의 오타쿠 데이트☆ 나루미 겐 생일♡ 캐캐체 콜라보... ,https://blog.naver.com/megumiyui/223745147530,찍어야만 <b>마이피픈</b> 가방 진챠 너무 잘쓰지 켄마랑 쿠로오 룩업 너무 귀여워서 찍어줬다요 내 사진도 찍기 여기 리본이 점점 주는 느낌은 그냥 기분 탓입니꺄 가기 전에 트리 남기기 핑크 러버에게 핑크로... ,メグちゃんだよ ⌯>ᴗ<⌯ಣ,blog.naver.com/megumiyui,20250202
67a853ed02e3b7f2ce166444,★다비치 <b>마이피픈</b> 입점 기념 할인행사! ★,https://blog.naver.com/dreamboy1999/223744942134,다비치에 요즘 핫한 <b>마이피픈</b> 비비안 웨스트우드 콘택트렌즈가 입점하게되어 알려드리러 왔습니다! 입점 기념 오프라인 행사를 시행하게 되었습니다! 비비안 웨스트 우드 4종 렌즈가 할인에... ,다비치 병영사거리점,blog.naver.com/dreamboy1999,20250202
67a853ed02e3b7f2ce166445,<b>마이피픈</b> 렌즈 오프라인 최초 할인!!,https://blog.naver.com/chy8985/223744922282,"<b>마이피픈</b> 렌즈가 오프라인에서 최초로 2월 한달간 할인 행사를 진행합니다! 픽싱 라운(한달착용 렌즈) 소재 : 실리콘 하이드로겔 전체 직경 : 14.2mm 그래픽 직경 : 라운 그란데 픽싱(13.5mm), 라운 픽싱(13.2mm)... ",다비치안경 보청기 전주중앙로웨딩거리점,blog.naver.com/chy8985,20250202
67a853ed02e3b7f2ce166446,[<b>마이피픈</b>] 안나수이 파란티카 애쉬 | 그레이렌즈 | 13.6... ,https://blog.naver.com/seoyeon135/223744785566,"싶다,, [<b>마이피픈</b>] 파란티카 애쉬 (한 달 착용) 전체 직경 - 14.2 그래픽 직경 - 13.6 곡률 - 8.7 함수율 - 45... 발색력이 <b>마이피픈</b> 릴리움 실버만큼 꽤나 쨍한 발색력임! 체감 직경은 생각보다 작아서 쨍한 색감이지만... ",self love is the best love,blog.naver.com/seoyeon135,20250202
67a853ed02e3b7f2ce166447,화곡역안경 VIP안경원 우장산역점 안경 부러졌을때 가성비... ,https://blog.naver.com/kiti500/223744690523,"화곡역안경 VIP안경원 우장산역점은 뷰티렌즈 플랫폼 <b>마이 피픈</b> 카카오페이, 제로페이, 강서사랑 상품권을 사용 할 수 있는 가게입니다. 안경테는 저렴한 5000원부터 시작해서 고급 테는 8만원 이상으로... ",앨토's 행복한 일상이야기,blog.naver.com/kiti500,20250202
67a853ed02e3b7f2ce166448,<b>마이피픈</b> 오프라인 최초할인~!,https://blog.naver.com/dvctop01/223744429913,"<b>마이피픈</b>이 오프라인으로 동수원사거리 다비치에서 최초 할인을 합니다. 이벤트 기간은 2월 1일... 5) (1+1) 가격 25,200원 할인 행사 하고있는 4가지 <b>마이피픈</b> 렌즈 색감도 정말 이쁜거 같아요.... ",다비치 동수원사거리점님의 블로그,blog.naver.com/dvctop01,20250201
67a853ed02e3b7f2ce166449,2025년 2월 콘택트 렌즈 가격표,https://blog.naver.com/pjhchu70/223744350969,원데이 마이데이 근시용과 난시 4. 원데이 프로클리어 근시용 아큐브 전제품 1. 한달용 비타 근시... 5.<b>마이피픈</b>. 6.렌즈랑 7.시에스타 8.오로라 9.아이샤 10.클래시 11.아이이야기 12.코코뷰 13.렌즈링크 14.앤365... ,부산대 안경홀릭,blog.naver.com/pjhchu70,20250201
67a853ed02e3b7f2ce16644a,[젬아워/데메테르 오션블루]자연스러운 블루렌즈/ 내돈내산... ,https://blog.naver.com/2earan/223743497297,[젬아워/데메테르 오션블루] 그래픽직경 13.5mm 사실 인스타 내리다가 광고를 본 후 요게 자꾸 아른거려서 . .헷 처음으로 여러 렌즈 브랜드 구매에 도전한 계기가 됐던 렌즈 ! 젬아워는 패키지가 다 비슷하게... ,이감자 정보통,blog.naver.com/2earan,20250131
67a853ed02e3b7f2ce16644b,윙크 설 연휴 메가 세일 기념 컬러 렌즈 위시리스트... ,https://blog.naver.com/khs01009/223743399189,"1/22~2/4 <b>마이피픈</b>-&gt; 1/24~2/3 오늘은 이 중에서 제가 구매하고 싶은 위시리스트를 소개해 보려 합니당... 오렌즈 OLENS 빅글로이 그레이, 모카 브라운, 라벤더 뉴진스 해린, 세이마이네임 준휘, 아이브 레이 착용... ",fluffy..make up..ෆ ꢭ,blog.naver.com/khs01009,20250131
67a853ed02e3b7f2ce16644c,[다비치안경 성서점] <b>마이피픈</b> 렌즈 다비치 입점,https://blog.naver.com/davi_westside/223743356674,자세한 내용은 ' 다비치 마켓 ' 을 통해 확인해보세요!,다비치안경성서점,blog.naver.com/davi_westside,20250131
67a853ed02e3b7f2ce16644d,[대치안경/역삼안경] 다비치안경 <b>마이피픈</b> 픽싱렌즈 입점!... ,https://blog.naver.com/mh8470mh/223743326116,다비치안경 대치점입니다:) 오늘은 다비치대치점 <b>마이피픈</b> 픽싱 렌즈 입점 소식을 알려드리려 합니다! <b>마이피픈</b> 렌즈는 기존에 전용 매장에서 구매를 하거나 <b>마이피픈</b> 어플을 통해 따로 결제와 주문... ,다비치안경보청기 대치점,blog.naver.com/mh8470mh,20250131
67a853ed02e3b7f2ce16644e,갸루는 마음이 긍정적,https://blog.naver.com/meow-mio/223742696267,"받은 <b>마이피픈</b> 안나수이 콜라보 렌즈 ,, 넘 예뿐데 데일리로 끼기엔 넘 화려해서 아쉽 원데이 나오면... ㅎㅎㅎ #제품제공 또 좋은 기회로 <b>마이피픈</b> 헬로키티 콜라보 렌즈를 착용해 봤는데요 ,, 자연스럽게... ",屋烏之愛,blog.naver.com/meow-mio,20250130
67a853ed02e3b7f2ce16644f,렌즈 추천!,https://blog.naver.com/dlwlgp2610/223741701505,실착들이 많으니까 뭘 껴야할지 고민되면 참고해서 구매하시길♡♡ 렌즈미 오렌즈 <b>마이피픈</b>... ☆☆☆☆☆ <b>마이피픈</b> 라운(애쉬) 13.2 방 유명한 렌즈죠 콘서트장 방(후레쉬 정말 아리따운렌즈... 공연장이나... ,智慧,blog.naver.com/dlwlgp2610,20250129
67a853ed02e3b7f2ce166450,주술회전 전시회 [주술회전0]편 다녀왔어 라고 쓰고 남친... ,https://blog.naver.com/megumiyui/223741499144,미니백 - <b>마이피픈</b> <b>마이피픈</b>은 나에게 가방 브랜드임 까마귀룩으로 외출한다제 보헴서 목도리 넘 따숩고 조타 용산 데이블러 꽤나 오래 전에 왔었고 좋았어서 또 와야겠다 했는데 텀이 이렇게 길 줄은 몰랐네... ,メグちゃんだよ ⌯>ᴗ<⌯ಣ,blog.naver.com/megumiyui,20250129
67a853ed02e3b7f2ce166451,[다비치렌즈 하양] <b>마이피픈</b> Ⅹ 다비치 신규 입점!,https://blog.naver.com/davichlee/223740796436,<b>마이피픈</b> X 다비치 입점 ! #경산안경 #하양안경 #대구안경 #안경맛집 #다비치안경 #다비치하양 #이벤트할인 #콘택트렌즈 #안경 #원데이렌즈 #3데이렌즈 #한달용렌즈 #라이트렌즈 #신제품렌즈 #컬러렌즈 #난시렌즈... ,다비치안경하양점,blog.naver.com/davichlee,20250128
67a853ed02e3b7f2ce166452,<b>마이피픈</b> 헬로키티 블랙 착용후기 직경(13.2) 먼슬리렌즈추천,https://blog.naver.com/minbl_y/223740672080,빵민시 입니다:) <b>마이피픈</b>에서 역대급으로 산리오 콜라보 제품을 출시했어요. 바로 ‘헬로키티’ 콜라보 입니다! <b>마이피픈</b> 헬로키티 상세페이지 <b>마이피픈</b> 헬로키티 상세페이지 렌즈에 헬로키티 패턴이 새겨진... ,빵민시의 소비일기,blog.naver.com/minbl_y,20250128
67a853ed02e3b7f2ce166453,<b>마이피픈</b> 안나수이 파란티카 애쉬 &amp; 바이올렛,https://blog.naver.com/istpmouse/223737556402,업체로부터 제품을 제공 받았지만 포스팅 의무 없습니다 #<b>마이피픈</b> 이 #비비안웨스트우드 에 이어 또 #명품렌즈 를 만들어냈어요. 이번에는 <b>마이피픈</b> X 안나수이 인데요. 두근. #안나수이 특유의 고급스러움과... ,여쥐 다이어리,blog.naver.com/istpmouse,20250128
67a853ed02e3b7f2ce166454,"<b>마이피픈</b> 헬로키티 렌즈 핑크브라운, 블랙 두 개 다 껴봤어요",https://blog.naver.com/makeviviju2/223740026055,"약 한 달 전쯤인가 <b>마이피픈</b>이 귀욤뽀짝한 헬로키티 콜라보를 선보여서 화제가 됐었죠! 패션... <b>마이피픈</b> 헬로키티 렌즈 핑크브라운, 블랙 2종을 올려 봅니다! 박스 옆에 키티가 콩콩콩 그려져 있는 것도... ",비비쥬의 make-ME !,blog.naver.com/makeviviju2,20250127
67a853ed02e3b7f2ce166455,[<b>마이피픈</b>] 헬로키티 핑크 12월 한정 에디션,https://blog.naver.com/megumiyui/223739671884,키티 러버 스트랩도 달아준 최종샷 <b>마이피픈</b> 뭐.. 어쨌든 키티 콜라보 예쁘니까!! 키티 콜라보 여기 저기서 마이 해주면 좋겠다 제가 다 살게요 예??? 는 뻥이지만 그래도 마니 해주십시오..,メグちゃんだよ ⌯>ᴗ<⌯ಣ,blog.naver.com/megumiyui,20250127
67a853ed02e3b7f2ce166456,"<b>마이피픈</b> 안나수이 파란티카 바이올렛, 애쉬 한달용 렌즈 후기!... ",https://blog.naver.com/purplequartz/223739558688,요고 일본에서만 판매되는거같아서 안그래도 <b>마이피픈</b>에 dm 보내려고 했었는데 딱 출시해줘서 기쁜 마음.... 요런 디자인 내주는거 <b>마이피픈</b>밖에 없어!!! 얼른 같이봐요 절대 후회없으실 거예요! 파란티카... ,굥/이/랜/드,blog.naver.com/purplequartz,20250126
67a853ed02e3b7f2ce166457,[다비치안경 등촌역점] <b>마이피픈</b> 픽싱렌즈 입점,https://blog.naver.com/davichdc/223739266522,다비치안경 등촌역점입니다:) 오늘은 <b>마이피픈</b> 픽싱 렌즈 입점 소식을 알려드리려 합니다! 렌즈 착용 시 눈에서 돌아가지 않고 첫 착용 그대로 제자리를 유지하는 <b>마이피픈</b>... ,눈건강 시력지킴이,blog.naver.com/davichdc,20250126
67a853ed02e3b7f2ce166458,[안중 안경/다비치안경 안중터미널점] <b>마이피픈</b>... ,https://blog.naver.com/eyecrom/223739016353,입고된 <b>마이피픈</b> '비비안웨스트우드 라운 &amp; 라운그란데' 픽싱렌즈를 소개해 드리도록 하겠습니다~! 인스타그램이나 여러 sns에서 축 고정 투톤렌즈로 유명한 <b>마이피픈</b> 렌즈!! [라운 픽싱 (1p)] 색상: 애쉬... ,다비치안경 안중터미널점,blog.naver.com/eyecrom,20250126
67a853ed02e3b7f2ce166459,나 기다리는 거 못 하는데,https://blog.naver.com/thcksrjs1031/223738626692,집 와서 #<b>마이피픈</b> #헬로키티렌즈 언박싱했슈 둘 다 좋으니까 한 번씩 들어보세요~ 다음날 에드하디... 다음엔 이거 가지고 지드래곤 따라해볼게요 <b>마이피픈</b> 렌즈 껴봤거던요 그래서 셀카가 좀 많네요 (부끄)... ,어서오세요,blog.naver.com/thcksrjs1031,20250126
67a853ed02e3b7f2ce16645a,<b>마이피픈</b> 콘택트렌즈 입고 소식/ 다비치 부천원종역점,https://blog.naver.com/wonjong_davich/223738370376,"그럼, <b>마이 피픈</b> 렌즈 중 인기 상품인 비비안 웨스트우드 라운 픽싱 렌즈를 알아볼까요~? 라운드... 근시억제렌즈 #마이오스마트 #새해 #원종동콘택트렌즈 #학생렌즈 # 콘택트렌즈# 도당동 안경 #고강동... ",다비치 안경 · 보청기 부천원종역점,blog.naver.com/wonjong_davich,20250125
67a853ed02e3b7f2ce16645b,[언주역 이든안경] 초기 노안 증상 호야 비쥬프로 올데이와 플렉스,https://blog.naver.com/eden_optic/223738228956,"저희 매장은 안경 선글라스 외에도 아큐브, 바슈롬, 인터로조, 알콘, 네오비전 등 다양한 렌즈들이 준비되어 있으며, 하파크리스틴, <b>마이 피픈</b>, 앤365 등 픽업렌즈 안경원입니다. 이든 안경만의... ",이든안경,blog.naver.com/eden_optic,20250125
67a853ed02e3b7f2ce16645c,<b>마이피픈</b> 렌즈 수령 방법 안내,https://blog.naver.com/noworkerholic/223738043845,"온라인에서 <b>마이피픈</b> 렌즈를 처음 구매하셨군요. 온라인 렌즈 구매는 처음 접하실 때 다소 헷갈릴 수 있지만, 간단한 절차를 통해 쉽게 수령하실 수 있습니다. 이 글에서는 <b>마이피픈</b> 렌즈 수령 방법과 주의사항을... ",일하기 싫은 워커홀릭,blog.naver.com/noworkerholic,20250125
67a853ed02e3b7f2ce16645d,축고정 렌즈? <b>마이피픈</b>에서 만난 인생렌즈 라운 그란데 애쉬,https://blog.naver.com/milkhaila_/223738007836,"<b>마이피픈</b>에서 만난 인생렌즈 라운 그란데 애쉬  돌아가지 않는 하이라이터 렌즈가 있다고? 찾았다 내... 그런데, <b>마이피픈</b>에서 나온 비비안웨스트우드 라운 그란데 렌즈는 축고정 렌즈로 눈 안에서 돌아가지... ",뷰티를 기록하다 : 미케로그,blog.naver.com/milkhaila_,20250125
67a853ed02e3b7f2ce16645e,[렌즈미/악마 원데이 클로링 그레이]직경 작은 하이라이트렌즈... ,https://blog.naver.com/2earan/223737885860,"[렌즈미/악마 원데이 클로링 그레이] 그래픽직경 13.2mm 원데이랑 먼슬리 두가지가 있는데 둘이 그래픽직경이 다르다 먼슬리는 13.0mm, 원데이는 13.2mm 홀로그램 디자인 패키지 테두리가 엄청 선명하고... ",이감자 정보통,blog.naver.com/2earan,20250125
67a853ed02e3b7f2ce16645f,[안경점] 전주안경 맛집: 안경진정성 전주인후점,https://blog.naver.com/heonichaewo/223737610968,#전주 #전주안경 #인후동안경 #아중리안경 #전주안경원 #아중리안경원 #인후동안경원 #전주명품안경 #전주마이오스마트 #전주<b>마이피픈</b> #전주윙크픽업 #전주선글라스 #안경진정성전주인후점 #서이추 #서이추환영... ,허니채워,blog.naver.com/heonichaewo,20250125
67a853ed02e3b7f2ce166460,인후동안경; 안경진정성에서 남편에게 새눈을 선물하다.,https://blog.naver.com/happier_seung/223737402754,"'<b>마이피픈</b>'이라는 컬러렌즈 전문 매장이 전주에 딱 1곳, 바로 인후점이라고 하네요. 원하는 렌즈를 인터넷으로 주문하고 여기서 픽업할 수도 있고 재고매장이니 렌즈를 사갈 수도 있다고 합니다. 안경을... ",뚱콩이는 행복합니다,blog.naver.com/happier_seung,20250124
67a853ed02e3b7f2ce166461,"연말정산 렌즈 의료비, 인터넷강의 교육비 포함 가능한가",https://blog.naver.com/imdozzi/223737041346,출처 : <b>마이피픈</b> 제가 최근에 <b>마이피픈</b>이라는 인터넷 쇼핑몰에서 렌즈 구입를 하고 있어요. 홈텍스 연말정산 의료비 내역에는 <b>마이피픈</b> 구입 내용이 없더라고요! 그래서 찾아본 <b>마이피픈</b> 렌즈 업체의 연말정산... ,임도찌,blog.naver.com/imdozzi,20250124
